1000;1150.88;28
1001;4145.35;3
1002;4426.5;4
1003;4918.57;23
1004;2003.83;4
1005;2111.61;18
1006;4231.23;20
1007;4297.79;27
1008;1085.23;13
1009;3336.14;11
1010;2933.76;17
1011;3009.62;9
1012;4678.24;18
1013;4235.27;28
1014;2243.38;17
1015;3661.27;20
1016;1393.17;28
1017;2227.97;13
1018;2956.01;24
1019;3549.59;7
1020;2511.5;10
1021;4873.51;20
1022;3195.39;27
1023;4078.67;1
1024;3911.38;8
1025;2560.39;28
1026;1882.51;8
1027;4946.14;3
1028;4066.94;12
1029;2747.47;5
1030;2835.37;22
1031;3371.16;12
1032;1019.49;22
1033;2181.79;19
1034;4763.46;23
1035;1079.73;18
1036;4960.83;19
1037;4700.97;4
1038;3844.22;28
1039;1818.61;22
1040;4321.81;25
1041;4847.17;19
1042;3133.76;30
1043;1383.74;11
1044;3543.01;6
1045;4905.08;6
1046;2547.79;18
1047;2049.43;9
1048;2600.9;14
1049;4012.67;18
1050;3787.36;8
1051;3821.8;13
1052;2917.81;11
1053;1371.48;20
1054;2516.29;18
1055;1731.57;24
1056;4413.72;29
1057;1616.85;3
1058;1222.94;26
1059;3560.33;28
1060;2066.65;3
1061;1979.78;18
1062;4990.9;12
1063;1534.76;28
1064;4827.75;7
1065;2095.87;12
1066;2896.62;15
1067;2236.19;15
1068;2838.87;19
1069;4744.19;25
1070;3275.66;19
1071;2174.35;16
1072;2298.09;18
1073;2345.85;23
1074;4031.43;3
1075;3008.33;21
1076;1355.11;26
1077;1888.42;16
1078;4842.92;4
1079;1441.17;12
1080;2309.1;3
1081;3178.62;18
1082;3903.12;27
1083;2587.46;28
1084;3260.54;9
1085;4860.25;4
1086;4811.29;13
1087;4996.65;12
1088;2338.32;9
1089;3050.3;24
1090;4257.96;28
1091;4207.25;20
1092;3414.06;10
1093;3984.96;5
1094;3437.78;9
1095;4359.07;21
1096;1149.88;5
1097;2381.8;28
1098;4958.96;11
1099;1567.21;21
1100;2739.76;18
1101;3750.98;16
1102;1019.69;22
1103;2726.24;17
1104;1196.67;15
1105;4235.33;14
1106;4390.29;20
1107;1301.91;1
1108;3737.61;25
1109;1196.46;1
1110;3167.04;13
1111;2243.23;6
1112;1118.52;24
1113;1065.1;5
1114;3932.48;19
1115;3642.82;13
1116;4008.88;14
1117;2557.22;9
1118;4922.88;8
1119;3391.82;2
1120;3571.61;18
1121;2327.8;23
1122;1259.19;29
1123;3482.19;13
1124;1403.32;7
1125;4734.36;9
1126;1874.25;29
1127;3652.69;25
1128;4860.89;27
1129;2976.23;12
1130;3195.15;17
1131;3010.25;18
1132;1788.7;14
1133;3909.32;9
1134;4729.1;27
1135;3680.11;20
1136;2284.8;30
1137;2095.67;17
1138;3857.04;9
1139;4347.93;23
1140;2656.18;19
1141;2822.98;20
1142;1081.87;23
1143;4279;6
1144;2145.92;26
1145;4856.82;21
1146;3958.47;14
1147;2718.43;21
1148;3977.52;18
1149;4321.2;26
1150;1312.59;22
1151;4952.18;6
1152;2261.52;1
1153;1500.31;2
1154;4535.87;15
1155;3377.87;10
1156;1058.69;16
1157;4479.64;8
1158;3065.69;29
1159;4854.55;14
1160;2954.03;12
1161;4178.93;7
1162;1323.72;8
1163;1599.68;14
1164;4494.55;16
1165;4116.4;2
1166;1848.48;29
1167;1183.1;5
1168;1062.02;10
1169;2841.02;8
1170;1732.96;27
1171;2180.45;30
1172;3121.47;2
1173;4242.61;2
1174;3066.47;20
1175;2588.3;24
1176;1340.63;16
1177;3422.19;25
1178;3079.46;20
1179;1114;24
1180;2263.62;1
1181;2786.47;22
1182;2826.56;19
1183;1055.3;30
1184;2043.28;25
1185;4078.59;4
1186;3697.97;11
1187;3286.75;30
1188;2719.57;19
1189;4074.75;18
1190;1920.27;21
1191;3470.87;27
1192;1079.61;14
1193;4894.43;16
1194;1579.27;4
1195;3441.34;14
1196;4315.46;3
1197;3586.92;15
1198;1398.5;23
1199;1733.55;16
1200;3631.03;26
1201;2825.96;4
1202;3899.51;4
1203;1245.1;21
1204;2890.8;24
1205;4012.74;23
1206;1828.78;12
1207;4025.08;1
1208;4372.84;26
1209;4424.39;7
1210;1096.28;23
1211;3244.85;29
1212;4280.21;14
1213;2438.54;15
1214;3799.35;3
1215;4007.64;28
1216;1597.83;25
1217;1719.2;14
1218;4460.76;25
1219;3672.33;26
1220;2411.15;5
1221;2471;9
1222;2857.26;17
1223;3699.3;23
1224;3465.65;15
1225;2587.21;9
1226;3461.51;23
1227;4446.77;23
1228;4912.37;2
1229;1367.09;15
1230;4725.24;8
1231;3938.95;14
1232;3030.5;15
1233;4300.86;26
1234;2388.96;27
1235;2463.17;21
1236;2675.97;20
1237;2187.24;5
1238;2193.76;15
1239;3521.82;14
1240;1460.72;28
1241;4733.78;19
1242;3529.69;6
1243;4393.53;29
1244;4433.27;17
1245;4574.11;12
1246;4738.76;22
1247;4987.53;22
1248;1223.48;19
1249;1614.09;28
1250;2135;4
1251;1015.49;12
1252;1293.3;15
1253;2574.02;11
1254;3151.96;5
1255;2014.52;28
1256;1910.65;29
1257;4378.39;15
1258;1180.3;22
1259;4180.21;18
1260;4443.14;18
1261;1094.95;21
1262;4727.07;1
1263;3162.13;7
1264;3315.47;3
1265;2811.15;7
1266;1510.9;8
1267;4468.54;3
1268;3366.75;5
1269;1093.6;11
1270;4407.71;1
1271;2105.56;27
1272;2222.66;27
1273;2083.56;21
1274;1653.94;17
1275;3798.24;9
1276;3202.44;15
1277;3900.06;10
1278;4048.39;8
1279;4946.64;11
1280;4392.46;27
1281;4645.76;30
1282;4123.82;12
1283;1543.09;23
1284;4376.16;4
1285;1839.2;5
1286;2381.28;12
1287;2082.05;1
1288;4165.81;16
1289;4628.02;3
1290;1527.15;2
1291;3892.58;5
1292;2364.74;2
1293;2750.43;7
1294;2937.08;25
1295;2535.77;18
1296;3073.91;11
1297;2440.59;20
1298;1554.89;19
1299;1634.91;5
1300;4679.26;7
1301;2489.59;2
1302;2850.78;23
1303;1801.51;30
1304;2531.62;19
1305;2858.53;25
1306;1870.41;24
1307;2470;28
1308;4938.79;12
1309;4332.07;12
1310;3539.43;11
1311;2594.85;6
1312;3934.95;17
1313;3056.06;17
1314;1608.13;24
1315;3311.7;24
1316;2110.54;13
1317;1652.67;2
1318;1517.43;18
1319;4499.14;22
1320;1139.45;16
1321;4386.13;22
1322;3281.75;25
1323;1451.27;14
1324;3268.44;25
1325;2018.64;28
1326;3075.78;17
1327;2545.19;17
1328;1586.95;11
1329;3114.97;15
1330;4080.81;3
1331;1329.17;3
1332;4051.32;27
1333;2915.68;13
1334;2629.52;28
1335;3858.95;13
1336;1722.06;9
1337;4905.55;2
1338;3946.6;8
1339;2640.01;2
1340;4487.44;14
1341;4457.28;7
1342;4754.7;13
1343;2756.31;26
1344;1238.34;27
1345;3906.24;11
1346;4748.82;21
1347;4115.33;3
1348;4993.58;25
1349;4359.4;29
1350;3527;29
1351;4722.69;2
1352;4562.74;21
1353;2161.25;19
1354;2710.02;1
1355;4049.72;14
1356;2627.35;27
1357;3416.71;7
1358;1385.59;14
1359;1368.06;10
1360;4727.16;23
1361;1628.86;11
1362;1738.91;28
1363;4113.3;16
1364;3956.7;19
1365;1779.27;17
1366;1078.33;30
1367;1837.18;12
1368;4547.03;12
1369;3712.51;30
1370;2438.28;26
1371;2711.6;8
1372;1766.42;14
1373;4398.07;17
1374;3213.29;6
1375;2893.71;30
1376;4172.97;18
1377;4912.03;10
1378;1953.19;28
1379;2592.36;16
1380;4680.1;11
1381;4223.06;26
1382;3235.79;13
1383;3495.44;5
1384;4332.75;3
1385;3911.95;17
1386;2504.7;3
1387;1165.85;30
1388;1767.53;27
1389;3386.62;7
1390;3043.78;7
1391;4195.74;19
1392;4756.82;17
1393;2246.52;27
1394;2899.85;15
1395;2897.41;24
1396;2763.43;8
1397;1636.96;18
1398;2097.32;30
1399;2724.03;26
1400;2520.4;5
1401;3819.15;3
1402;1189.65;8
1403;3143.57;13
1404;4688.61;2
1405;1694.43;25
1406;2852.18;17
1407;1888.85;5
1408;3989.73;3
1409;2149.88;5
1410;4065.23;1
1411;4917.9;16
1412;3705.48;1
1413;1760.65;6
1414;2850.74;6
1415;2193.65;22
1416;4138.11;7
1417;1224.73;13
1418;4694.07;14
1419;3584.06;7
1420;3032.8;29
1421;2702.9;29
1422;2440.11;5
1423;1600.02;19
1424;4763.47;27
1425;1188.92;5
1426;1993.27;1
1427;3376.69;20
1428;2077.99;26
1429;2462.91;16
1430;3114.01;14
1431;2601.59;24
1432;1683.81;11
1433;2326.39;22
1434;4778.28;24
1435;1415.2;22
1436;2849.07;22
1437;2858.52;3
1438;1250.15;18
1439;4925.11;19
1440;3781.88;4
1441;2413.63;21
1442;2765.24;26
1443;1108.76;11
1444;3085.98;4
1445;4900.18;18
1446;3162.63;25
1447;4782.23;29
1448;3542.91;14
1449;3838.96;6
1450;1589.59;19
1451;4959.78;12
1452;3091.25;29
1453;2925.16;12
1454;3811.9;5
1455;2003.52;30
1456;4220.6;14
1457;1617.82;2
1458;2735.13;19
1459;1805.52;22
1460;2048.87;25
1461;3562.17;30
1462;4091.55;22
1463;1738.2;2
1464;1256.68;24
1465;4323.67;4
1466;3006.82;1
1467;3545.85;15
1468;3791.92;13
1469;1599.47;3
1470;3710.43;10
1471;2832.28;6
1472;2725.52;10
1473;4431.68;18
1474;4119.45;9
1475;4884.92;30
1476;2667.32;9
1477;2683.13;20
1478;4832.18;28
1479;3637.84;12
1480;1604.38;3
1481;2360.7;14
1482;3499;9
1483;2383.95;26
1484;2208.18;8
1485;1276.18;7
1486;1241.99;12
1487;1150.21;28
1488;2871.62;30
1489;1837.38;11
1490;1895.05;2
1491;2588.29;1
1492;1513.58;4
1493;3594.45;4
1494;2629.46;26
1495;2947.07;16
1496;3922.18;1
1497;2560.14;4
1498;3756.18;23
1499;2709.34;23
1500;3707.18;21
1501;1304.46;24
1502;4134.44;15
1503;3233.7;4
1504;1398.9;20
1505;4069.17;26
1506;2082.35;2
1507;3764.14;10
1508;3980.16;3
1509;2301.4;4
1510;3398.84;13
1511;2617.84;7
1512;3314.17;21
1513;1104.7;7
1514;4116.43;12
1515;4571.6;13
1516;3840.17;15
1517;3678.38;30
1518;1635.46;21
1519;3693.82;30
1520;2896.19;26
1521;1081.62;20
1522;1677.36;20
1523;1917.92;20
1524;2336.36;4
1525;2470.75;9
1526;1295.76;10
1527;3936.68;29
1528;1357.98;15
1529;4215.82;30
1530;3164.7;27
1531;3964;27
1532;1901.14;9
1533;3879.39;6
1534;3273.4;30
1535;2000.1;3
1536;2114.38;26
1537;4902.52;10
1538;1497.52;11
1539;3244.89;19
1540;4256.68;11
1541;4598.45;17
1542;1942.51;1
1543;2878.23;4
1544;4389.08;14
1545;1505.16;15
1546;2214.63;29
1547;3103.49;3
1548;2922.28;28
1549;2040.41;14
1550;2529.02;12
1551;4732.35;17
1552;3807.94;5
1553;3724.57;19
1554;1096.42;14
1555;4446.91;1
1556;4404.58;24
1557;3553.83;24
1558;2858.81;11
1559;3056.17;8
1560;2528.61;23
1561;3498.06;29
1562;2633;18
1563;1023.61;23
1564;1170.03;8
1565;2740.18;23
1566;4453.46;20
1567;4994.71;22
1568;1215.8;2
1569;1600.22;14
1570;4517.65;13
1571;4687.72;26
1572;4519.67;22
1573;1278.41;18
1574;1206.66;30
1575;1961.72;12
1576;2224.53;4
1577;4467.31;27
1578;1425.15;4
1579;3290.26;19
1580;3795.17;18
1581;4062.84;7
1582;3232.08;23
1583;4959.16;3
1584;1252.08;2
1585;4826.06;24
1586;1094.02;26
1587;4003.04;1
1588;1646.48;19
1589;1364.86;4
1590;4580.4;15
1591;2402.84;20
1592;2700.42;27
1593;2197.05;20
1594;1936.26;6
1595;4884.12;28
1596;4531.49;24
1597;3228.15;2
1598;4545.8;23
1599;2100.9;7
1600;3794.21;15
1601;1749.22;14
1602;2886.34;24
1603;2450.86;13
1604;1361.86;17
1605;1178.09;20
1606;4940.07;16
1607;4586.2;24
1608;1670.63;9
1609;4956.32;14
1610;1833.76;9
1611;2948.26;5
1612;2840.03;3
